timestamp,vehicle_id,tag_id,plaza_id,lane_id,direction,axle_count,vehicle_class,vehicle_type,speed_kmph,length_m,weight_kg,overweight_flag,violation_flag,passage_id,trip_id,front_image,rear_image,rfid_status,dsrc_status,loop_status,camera_status,gantry_status,antenna_id,reader_id,eh_status,transaction_type,plaza_zone,operator_id,weather_condition,temperature_c,humidity_percent,lane_mode,equipment_status,manual_override,entry_station,exit_station,class_by_operator,class_by_system,trip_distance_km,trip_time_sec,trip_complete,uplink_status,downlink_status,plate_detected,ocr_match_flag,video_flag,alarm_raised,event_code,event_desc,notes
2025-06-23 00:25:06,VEH100283,TAG3489,1,1,S,3,HCV,Private,60.65,14.84,3826.2,1,1,PASS283,TRIP283,front_283.jpg,rear_283.jpg,Success,Invalid,Inactive,Working,Offline,3,4,OK,Exit,B,OP346,Rain,14.6,49.0,Manual,Faulty,No,StationA,StationY,Bus,Bus,44.4,2730,Yes,Fail,Success,Yes,Match,Missing,Tamper,442,Normal,
2025-06-17 12:49:40,VEH100284,TAG2019,4,3,E,3,LCV,Commercial,102.45,12.6,21310.2,1,0,PASS284,TRIP284,front_284.jpg,rear_284.jpg,Fail,Invalid,Active,Working,Offline,2,5,OK,Entry,A,OP983,Fog,14.4,46.2,Auto,Faulty,Yes,StationB,StationX,Car,Bus,44.4,5969,No,Success,Fail,Yes,Mismatch,Available,None,529,Manual Entry,
2025-06-22 01:30:53,VEH100285,TAG3932,5,4,S,4,Car,Private,34.72,10.42,9544.2,0,0,PASS285,TRIP285,front_285.jpg,rear_285.jpg,Success,Valid,Inactive,Faulty,Offline,2,9,Error,Exit,C,OP720,Clear,38.5,94.9,Auto,Good,Yes,StationC,StationZ,Bus,Bus,44.4,691,No,Fail,Fail,Yes,Mismatch,Missing,None,957,Manual Entry,
2025-06-18 21:04:38,VEH100286,TAG4263,7,2,W,3,Car,Private,44.37,7.4,8650.6,0,0,PASS286,TRIP286,front_286.jpg,rear_286.jpg,Success,Valid,Inactive,Faulty,Online,2,7,OK,Entry,C,OP453,Clear,42.1,56.2,Manual,Faulty,Yes,StationC,StationY,Bus,Bus,44.4,3236,Yes,Success,Fail,No,Match,Available,None,655,Error,
2025-06-19 18:13:30,VEH100287,TAG2823,1,1,E,3,LCV,Private,60.21,9.76,29940.9,0,1,PASS287,TRIP287,front_287.jpg,rear_287.jpg,Fail,Invalid,Inactive,Working,Offline,2,8,Error,Exit,A,OP649,Rain,37.2,80.4,Auto,Good,No,StationC,StationZ,Truck,Bus,44.4,3972,No,Fail,Success,Yes,Match,Missing,Tamper,599,Manual Entry,
2025-06-22 06:01:03,VEH100288,TAG5021,3,5,W,2,Bus,Private,36.91,3.97,25857.7,1,1,PASS288,TRIP288,front_288.jpg,rear_288.jpg,Success,Valid,Inactive,Faulty,Online,1,5,OK,Exit,C,OP959,Rain,44.2,80.4,Manual,Faulty,No,StationA,StationY,Car,Car,44.4,839,No,Fail,Success,No,Mismatch,Missing,Speed,872,Error,
2025-06-20 04:00:45,VEH100289,TAG3369,2,3,E,2,HCV,Commercial,51.15,12.07,12711.8,0,1,PASS289,TRIP289,front_289.jpg,rear_289.jpg,Success,Invalid,Inactive,Faulty,Offline,2,5,OK,Entry,A,OP506,Clear,17.6,89.5,Manual,Good,No,StationB,StationY,Bus,Car,44.4,1415,Yes,Success,Success,No,Mismatch,Available,Tamper,384,Normal,
2025-06-27 15:54:11,VEH100290,TAG1238,9,2,E,5,HCV,Commercial,104.71,8.63,29423.6,0,1,PASS290,TRIP290,front_290.jpg,rear_290.jpg,Success,Invalid,Inactive,Faulty,Online,1,7,OK,Entry,C,OP501,Clear,14.9,26.4,Manual,Faulty,Yes,StationA,StationX,Truck,Bus,44.4,7009,No,Fail,Success,Yes,Mismatch,Available,Speed,737,Normal,
2025-06-27 02:51:30,VEH100291,TAG7780,6,3,E,2,Car,Commercial,115.34,3.73,19783.3,0,0,PASS291,TRIP291,front_291.jpg,rear_291.jpg,Fail,Invalid,Inactive,Faulty,Online,2,8,Error,Entry,C,OP338,Clear,28.2,40.3,Auto,Good,No,StationA,StationZ,Bus,Car,44.4,5578,Yes,Success,Fail,Yes,Match,Available,Tamper,359,Manual Entry,
2025-06-22 03:42:18,VEH100292,TAG2700,3,2,E,2,Bus,Commercial,57.41,4.22,22467.1,0,0,PASS292,TRIP292,front_292.jpg,rear_292.jpg,Fail,Valid,Inactive,Faulty,Online,3,9,Error,Entry,A,OP664,Clear,39.0,77.6,Manual,Good,No,StationA,StationX,Bus,Car,44.4,1183,No,Fail,Fail,Yes,Match,Available,Axle Mismatch,594,Manual Entry,
2025-06-23 09:32:23,VEH100293,TAG7669,8,2,W,2,LCV,Private,53.81,7.96,1720.2,1,0,PASS293,TRIP293,front_293.jpg,rear_293.jpg,Fail,Valid,Active,Faulty,Offline,4,2,OK,Exit,A,OP410,Rain,11.4,62.2,Auto,Faulty,Yes,StationA,StationY,Car,Bus,44.4,4623,Yes,Fail,Fail,Yes,Mismatch,Available,Speed,454,Override,
2025-06-24 21:42:17,VEH100294,TAG6203,8,1,E,2,HCV,Private,55.19,10.21,4350.9,1,1,PASS294,TRIP294,front_294.jpg,rear_294.jpg,Fail,Invalid,Active,Faulty,Online,3,3,OK,Entry,A,OP858,Clear,44.8,62.0,Manual,Good,No,StationB,StationX,Car,Car,44.4,6916,No,Fail,Fail,Yes,Match,Missing,Axle Mismatch,313,Normal,
2025-06-26 10:34:41,VEH100295,TAG2037,2,3,E,5,Bus,Commercial,54.99,8.84,19286.1,0,1,PASS295,TRIP295,front_295.jpg,rear_295.jpg,Fail,Valid,Inactive,Working,Offline,3,2,OK,Exit,A,OP821,Rain,31.1,32.5,Manual,Faulty,Yes,StationA,StationY,Car,Bus,44.4,2719,No,Success,Success,No,Match,Missing,Speed,916,Manual Entry,
2025-06-27 11:01:49,VEH100296,TAG2016,6,3,S,2,HCV,Commercial,33.23,10.62,27051.5,0,0,PASS296,TRIP296,front_296.jpg,rear_296.jpg,Success,Valid,Inactive,Working,Offline,1,7,Error,Entry,B,OP430,Clear,44.3,41.1,Manual,Faulty,Yes,StationA,StationY,Bus,Bus,44.4,1699,No,Fail,Success,No,Match,Available,Tamper,299,Manual Entry,
2025-06-27 03:06:00,VEH100297,TAG6330,7,5,N,4,Bus,Private,113.42,9.02,19013.3,0,1,PASS297,TRIP297,front_297.jpg,rear_297.jpg,Success,Valid,Inactive,Working,Online,2,2,Error,Entry,B,OP481,Clear,22.8,59.1,Manual,Good,Yes,StationC,StationZ,Car,Bus,44.4,1876,No,Success,Fail,Yes,Match,Available,Tamper,335,Manual Entry,
2025-06-24 00:02:21,VEH100298,TAG9711,2,5,N,4,Bus,Commercial,49.23,11.11,4713.5,1,0,PASS298,TRIP298,front_298.jpg,rear_298.jpg,Fail,Valid,Inactive,Faulty,Online,4,2,OK,Entry,A,OP127,Fog,26.0,40.8,Manual,Good,Yes,StationA,StationZ,Truck,Bus,44.4,2384,No,Fail,Success,Yes,Mismatch,Available,Speed,952,Error,
2025-06-23 01:41:47,VEH100299,TAG3402,2,1,S,4,Car,Commercial,67.8,6.02,4180.2,0,1,PASS299,TRIP299,front_299.jpg,rear_299.jpg,Success,Invalid,Active,Faulty,Offline,4,2,Error,Entry,B,OP494,Fog,36.3,35.8,Auto,Faulty,No,StationB,StationZ,Bus,Car,44.4,6353,No,Fail,Success,Yes,Match,Missing,Axle Mismatch,235,Override,
2025-06-24 18:00:51,VEH100300,TAG7658,1,1,S,4,HCV,Private,30.87,4.8,25450.2,1,1,PASS300,TRIP300,front_300.jpg,rear_300.jpg,Success,Valid,Active,Working,Offline,2,4,Error,Entry,A,OP918,Clear,37.7,26.6,Manual,Faulty,No,StationA,StationZ,Car,Car,44.4,5086,No,Success,Fail,Yes,Match,Missing,None,989,Normal,
2025-06-19 14:38:45,VEH100301,TAG1657,8,4,W,2,LCV,Commercial,107.22,10.36,4867.6,1,0,PASS301,TRIP301,front_301.jpg,rear_301.jpg,Success,Invalid,Inactive,Faulty,Offline,1,1,Error,Exit,A,OP877,Rain,18.2,31.7,Manual,Faulty,No,StationB,StationX,Bus,Truck,44.4,5456,No,Success,Fail,Yes,Match,Available,Speed,727,Manual Entry,
2025-06-28 02:58:44,VEH100302,TAG9896,1,5,W,4,Car,Private,95.8,9.07,15990.8,0,0,PASS302,TRIP302,front_302.jpg,rear_302.jpg,Success,Invalid,Active,Faulty,Offline,1,2,Error,Entry,C,OP112,Clear,42.5,77.7,Manual,Good,Yes,StationB,StationZ,Bus,Truck,44.4,6544,Yes,Fail,Success,Yes,Match,Missing,Speed,766,Manual Entry,
2025-06-23 01:42:04,VEH100303,TAG9918,9,2,W,2,Car,Private,115.21,3.81,1883.7,0,1,PASS303,TRIP303,front_303.jpg,rear_303.jpg,Fail,Valid,Active,Working,Offline,1,3,OK,Exit,A,OP117,Fog,40.4,73.9,Auto,Good,No,StationB,StationZ,Truck,Bus,44.4,5609,No,Fail,Fail,No,Mismatch,Missing,Axle Mismatch,521,Manual Entry,
2025-06-27 08:31:48,VEH100304,TAG8080,6,3,S,5,LCV,Commercial,100.35,7.88,3155.6,0,0,PASS304,TRIP304,front_304.jpg,rear_304.jpg,Fail,Invalid,Inactive,Working,Offline,4,7,OK,Entry,A,OP984,Clear,10.6,23.4,Manual,Faulty,No,StationC,StationZ,Truck,Truck,44.4,1835,No,Fail,Fail,No,Match,Available,None,440,Error,
2025-06-25 03:18:31,VEH100305,TAG2363,7,1,S,4,Car,Private,58.23,4.72,20432.6,1,0,PASS305,TRIP305,front_305.jpg,rear_305.jpg,Success,Invalid,Inactive,Working,Online,1,1,Error,Exit,A,OP250,Fog,14.5,35.2,Manual,Good,Yes,StationC,StationY,Truck,Car,44.4,5053,No,Fail,Fail,Yes,Match,Available,Speed,928,Normal,
2025-06-21 10:19:11,VEH100306,TAG6035,7,3,E,3,Bus,Commercial,52.31,9.61,20924.1,1,1,PASS306,TRIP306,front_306.jpg,rear_306.jpg,Success,Valid,Inactive,Faulty,Offline,1,6,Error,Entry,A,OP334,Clear,27.4,62.0,Manual,Good,Yes,StationA,StationY,Bus,Car,44.4,389,No,Fail,Fail,Yes,Mismatch,Missing,None,441,Manual Entry,
2025-06-27 20:09:21,VEH100307,TAG2988,3,3,W,4,Bus,Private,92.79,8.05,10770.9,0,1,PASS307,TRIP307,front_307.jpg,rear_307.jpg,Fail,Invalid,Active,Faulty,Offline,4,3,Error,Entry,C,OP197,Clear,26.1,44.2,Manual,Good,No,StationA,StationZ,Bus,Truck,44.4,5558,No,Fail,Fail,No,Match,Missing,None,629,Manual Entry,
2025-06-27 10:01:17,VEH100308,TAG7903,2,4,W,4,HCV,Commercial,62.77,10.55,7095.8,1,1,PASS308,TRIP308,front_308.jpg,rear_308.jpg,Success,Invalid,Active,Faulty,Online,4,3,OK,Entry,A,OP329,Rain,34.8,81.7,Auto,Faulty,Yes,StationA,StationY,Truck,Truck,44.4,4490,Yes,Success,Fail,Yes,Match,Missing,Tamper,487,Error,
2025-06-18 19:47:54,VEH100309,TAG8705,9,5,W,2,HCV,Commercial,80.96,12.76,24560.3,0,0,PASS309,TRIP309,front_309.jpg,rear_309.jpg,Success,Valid,Inactive,Working,Online,3,4,OK,Exit,C,OP475,Fog,13.1,78.9,Manual,Faulty,No,StationB,StationY,Bus,Car,44.4,1954,Yes,Fail,Fail,Yes,Match,Missing,Axle Mismatch,103,Error,
2025-06-17 10:48:53,VEH100310,TAG6084,8,1,N,4,LCV,Commercial,30.56,6.95,7139.4,0,1,PASS310,TRIP310,front_310.jpg,rear_310.jpg,Success,Valid,Inactive,Working,Online,4,4,Error,Exit,A,OP619,Fog,32.6,86.9,Auto,Good,Yes,StationB,StationX,Truck,Truck,44.4,2201,No,Success,Fail,Yes,Match,Missing,Speed,776,Override,
2025-06-27 15:42:38,VEH100311,TAG5673,7,3,E,3,HCV,Private,35.57,14.56,16627.2,1,1,PASS311,TRIP311,front_311.jpg,rear_311.jpg,Fail,Valid,Active,Faulty,Offline,2,7,Error,Entry,C,OP994,Fog,31.6,62.2,Auto,Good,Yes,StationB,StationY,Truck,Car,44.4,2979,No,Fail,Fail,No,Mismatch,Available,Speed,738,Override,
2025-06-19 05:45:56,VEH100312,TAG6349,9,1,W,2,Bus,Private,78.18,9.66,29071.7,1,1,PASS312,TRIP312,front_312.jpg,rear_312.jpg,Fail,Valid,Active,Working,Online,4,3,Error,Entry,B,OP506,Rain,18.2,46.4,Auto,Faulty,No,StationA,StationX,Car,Car,44.4,2470,No,Fail,Success,Yes,Mismatch,Missing,None,498,Normal,
2025-06-27 10:50:51,VEH100313,TAG5330,4,2,W,2,LCV,Commercial,80.95,10.61,5117.3,1,1,PASS313,TRIP313,front_313.jpg,rear_313.jpg,Success,Valid,Inactive,Working,Online,4,8,Error,Entry,C,OP453,Clear,29.0,65.5,Auto,Good,Yes,StationA,StationY,Truck,Truck,44.4,665,No,Success,Fail,No,Mismatch,Available,Speed,521,Override,
2025-06-20 11:18:52,VEH100314,TAG4134,4,4,W,5,LCV,Private,97.63,11.33,28273.6,1,1,PASS314,TRIP314,front_314.jpg,rear_314.jpg,Success,Invalid,Active,Faulty,Offline,1,8,OK,Exit,C,OP392,Rain,17.8,26.7,Manual,Faulty,Yes,StationA,StationZ,Car,Truck,44.4,4260,Yes,Fail,Fail,Yes,Match,Available,None,510,Normal,
2025-06-20 20:18:30,VEH100315,TAG4368,1,2,N,5,HCV,Commercial,41.88,11.17,6140.5,0,0,PASS315,TRIP315,front_315.jpg,rear_315.jpg,Success,Invalid,Inactive,Working,Offline,3,7,OK,Entry,A,OP235,Clear,15.1,20.7,Manual,Faulty,Yes,StationA,StationY,Truck,Bus,44.4,7134,No,Fail,Fail,Yes,Match,Missing,Speed,312,Override,
2025-06-27 14:04:02,VEH100316,TAG5241,8,1,N,4,Bus,Commercial,76.19,9.38,17369.3,0,1,PASS316,TRIP316,front_316.jpg,rear_316.jpg,Success,Valid,Inactive,Working,Offline,1,2,OK,Exit,C,OP316,Rain,30.1,21.3,Auto,Faulty,No,StationC,StationY,Bus,Bus,44.4,5909,Yes,Success,Success,No,Mismatch,Available,Axle Mismatch,659,Manual Entry,
2025-06-22 06:12:56,VEH100317,TAG2008,3,1,S,5,LCV,Private,47.5,8.43,11808.6,0,1,PASS317,TRIP317,front_317.jpg,rear_317.jpg,Success,Valid,Active,Working,Offline,3,5,OK,Entry,C,OP242,Rain,44.2,50.6,Auto,Faulty,No,StationC,StationX,Car,Bus,44.4,2672,No,Fail,Fail,Yes,Mismatch,Missing,Speed,657,Override,
2025-06-21 00:04:05,VEH100318,TAG7908,7,5,E,5,Bus,Commercial,38.39,4.12,28975.9,1,0,PASS318,TRIP318,front_318.jpg,rear_318.jpg,Success,Invalid,Active,Faulty,Online,1,6,OK,Exit,A,OP393,Fog,18.3,37.1,Auto,Faulty,No,StationC,StationZ,Bus,Bus,44.4,6850,Yes,Success,Fail,No,Match,Available,None,657,Manual Entry,
2025-06-23 22:26:12,VEH100319,TAG7963,2,3,S,5,Bus,Private,66.94,3.75,8787.4,0,1,PASS319,TRIP319,front_319.jpg,rear_319.jpg,Fail,Valid,Active,Faulty,Offline,2,4,OK,Exit,B,OP584,Rain,22.4,31.8,Manual,Faulty,Yes,StationA,StationX,Bus,Bus,44.4,5391,Yes,Fail,Success,No,Match,Missing,None,147,Normal,
2025-06-25 19:45:26,VEH100320,TAG2186,2,3,E,2,Bus,Commercial,44.7,7.62,12470.0,1,1,PASS320,TRIP320,front_320.jpg,rear_320.jpg,Fail,Valid,Inactive,Working,Online,1,5,Error,Exit,B,OP825,Clear,19.0,66.1,Auto,Faulty,Yes,StationC,StationZ,Truck,Car,44.4,818,Yes,Fail,Success,Yes,Match,Available,Speed,286,Override,
2025-06-25 05:40:42,VEH100321,TAG4246,7,2,N,2,HCV,Private,49.96,7.34,29499.5,1,0,PASS321,TRIP321,front_321.jpg,rear_321.jpg,Success,Invalid,Inactive,Faulty,Offline,1,9,Error,Entry,B,OP766,Rain,19.3,94.6,Auto,Good,Yes,StationC,StationZ,Truck,Truck,44.4,5291,No,Success,Fail,No,Match,Missing,Speed,601,Override,
2025-06-19 08:44:19,VEH100322,TAG7682,6,4,W,2,Car,Commercial,58.58,7.96,16464.9,1,1,PASS322,TRIP322,front_322.jpg,rear_322.jpg,Fail,Invalid,Inactive,Faulty,Online,2,7,OK,Exit,C,OP578,Rain,24.1,33.3,Auto,Faulty,Yes,StationA,StationX,Bus,Car,44.4,6243,No,Success,Success,No,Match,Missing,None,731,Override,
2025-06-21 06:59:01,VEH100323,TAG5880,3,3,S,5,Car,Commercial,53.34,5.09,15476.8,0,0,PASS323,TRIP323,front_323.jpg,rear_323.jpg,Success,Invalid,Inactive,Faulty,Offline,2,2,OK,Entry,A,OP166,Clear,34.6,61.0,Auto,Good,No,StationC,StationY,Truck,Bus,44.4,4010,No,Fail,Success,Yes,Match,Available,Tamper,743,Manual Entry,
2025-06-23 02:49:20,VEH100324,TAG1346,9,5,W,2,LCV,Private,37.88,11.99,8327.1,1,1,PASS324,TRIP324,front_324.jpg,rear_324.jpg,Success,Valid,Inactive,Working,Offline,4,1,OK,Exit,B,OP753,Fog,11.4,29.0,Auto,Good,No,StationA,StationZ,Truck,Bus,44.4,6520,No,Success,Success,Yes,Match,Available,Tamper,630,Manual Entry,
2025-06-17 18:01:09,VEH100325,TAG2103,6,2,S,5,Bus,Commercial,38.09,13.36,21279.8,1,0,PASS325,TRIP325,front_325.jpg,rear_325.jpg,Fail,Invalid,Inactive,Faulty,Offline,1,2,Error,Entry,B,OP272,Clear,43.5,90.1,Manual,Good,Yes,StationA,StationY,Truck,Truck,44.4,6677,No,Success,Success,Yes,Match,Available,Speed,886,Override,
2025-06-23 21:33:59,VEH100326,TAG7802,6,2,N,2,HCV,Commercial,47.39,14.3,1219.7,1,0,PASS326,TRIP326,front_326.jpg,rear_326.jpg,Fail,Valid,Active,Working,Online,2,3,Error,Exit,B,OP798,Clear,11.6,41.9,Auto,Faulty,No,StationA,StationX,Bus,Car,44.4,1129,Yes,Success,Success,No,Match,Missing,Axle Mismatch,574,Normal,
2025-06-26 13:51:40,VEH100327,TAG4334,1,5,N,2,Bus,Private,34.55,9.16,2245.8,1,1,PASS327,TRIP327,front_327.jpg,rear_327.jpg,Success,Invalid,Inactive,Working,Online,2,2,Error,Exit,B,OP852,Clear,40.8,85.9,Manual,Good,No,StationB,StationX,Car,Bus,44.4,2933,Yes,Fail,Fail,Yes,Match,Available,Speed,843,Manual Entry,
2025-06-22 16:23:04,VEH100328,TAG1630,4,4,N,3,Bus,Commercial,86.38,11.56,18301.3,1,0,PASS328,TRIP328,front_328.jpg,rear_328.jpg,Success,Valid,Inactive,Faulty,Online,4,3,Error,Entry,A,OP899,Rain,41.3,41.2,Manual,Faulty,No,StationA,StationX,Car,Bus,44.4,6927,Yes,Success,Success,Yes,Mismatch,Available,Axle Mismatch,141,Error,
2025-06-19 05:53:41,VEH100329,TAG2154,6,5,S,4,HCV,Private,55.86,13.34,10776.9,1,0,PASS329,TRIP329,front_329.jpg,rear_329.jpg,Fail,Valid,Inactive,Working,Offline,3,9,OK,Entry,B,OP970,Rain,28.4,80.5,Manual,Faulty,Yes,StationC,StationX,Bus,Bus,44.4,570,No,Success,Fail,Yes,Match,Missing,Speed,703,Normal,
2025-06-20 23:27:49,VEH100330,TAG6025,6,4,E,5,Car,Commercial,55.18,8.31,28636.8,1,1,PASS330,TRIP330,front_330.jpg,rear_330.jpg,Fail,Valid,Inactive,Faulty,Online,2,4,Error,Exit,C,OP305,Clear,14.8,35.7,Manual,Good,No,StationC,StationZ,Truck,Bus,44.4,3286,Yes,Success,Fail,Yes,Match,Missing,None,360,Normal,
2025-06-23 02:08:17,VEH100331,TAG1121,5,5,S,3,Bus,Private,59.88,7.06,27173.2,1,1,PASS331,TRIP331,front_331.jpg,rear_331.jpg,Success,Invalid,Active,Faulty,Offline,2,9,OK,Exit,C,OP242,Clear,29.8,42.0,Manual,Good,No,StationA,StationX,Truck,Car,44.4,3838,No,Success,Fail,No,Match,Available,Speed,147,Normal,
2025-06-17 03:07:04,VEH100332,TAG6786,1,5,E,2,Bus,Commercial,89.65,14.27,21640.2,1,0,PASS332,TRIP332,front_332.jpg,rear_332.jpg,Success,Invalid,Inactive,Working,Offline,1,3,Error,Entry,A,OP788,Fog,32.0,34.4,Auto,Good,No,StationB,StationY,Car,Car,44.4,4864,Yes,Success,Success,Yes,Mismatch,Available,Axle Mismatch,893,Manual Entry,
2025-06-24 11:09:31,VEH100333,TAG6016,8,1,S,5,Car,Commercial,108.36,9.43,24689.9,1,1,PASS333,TRIP333,front_333.jpg,rear_333.jpg,Success,Invalid,Active,Working,Offline,4,1,Error,Exit,B,OP906,Rain,40.0,39.8,Manual,Good,No,StationB,StationY,Bus,Bus,44.4,7075,No,Fail,Fail,Yes,Match,Missing,Axle Mismatch,685,Override,
2025-06-25 08:02:09,VEH100334,TAG6623,5,2,S,2,HCV,Commercial,98.32,9.22,20286.1,1,0,PASS334,TRIP334,front_334.jpg,rear_334.jpg,Fail,Valid,Active,Faulty,Online,1,5,Error,Exit,B,OP189,Rain,29.3,82.6,Manual,Faulty,No,StationB,StationZ,Bus,Car,44.4,6990,Yes,Fail,Success,Yes,Mismatch,Missing,Speed,827,Override,
2025-06-19 21:25:31,VEH100335,TAG1198,5,5,N,4,LCV,Private,95.48,5.55,4467.0,1,0,PASS335,TRIP335,front_335.jpg,rear_335.jpg,Success,Invalid,Inactive,Faulty,Offline,3,2,Error,Entry,C,OP889,Rain,24.4,67.9,Auto,Good,Yes,StationC,StationX,Truck,Bus,44.4,5114,No,Fail,Fail,Yes,Match,Missing,Speed,545,Error,
2025-06-25 09:59:52,VEH100336,TAG8442,7,5,W,3,Car,Private,73.6,4.74,23153.9,0,1,PASS336,TRIP336,front_336.jpg,rear_336.jpg,Fail,Invalid,Inactive,Faulty,Online,4,4,OK,Entry,A,OP539,Rain,39.3,50.4,Manual,Good,No,StationB,StationZ,Truck,Truck,44.4,1307,Yes,Fail,Fail,Yes,Mismatch,Available,Tamper,320,Override,
2025-06-23 11:30:25,VEH100337,TAG8665,4,3,W,4,LCV,Private,92.44,13.18,6937.6,0,1,PASS337,TRIP337,front_337.jpg,rear_337.jpg,Success,Valid,Active,Faulty,Offline,1,2,OK,Entry,C,OP665,Clear,44.3,92.9,Auto,Good,No,StationB,StationZ,Truck,Truck,44.4,2617,Yes,Fail,Fail,No,Mismatch,Available,Speed,720,Error,
2025-06-23 05:54:07,VEH100338,TAG7146,6,2,E,3,LCV,Private,79.75,10.56,10244.5,1,0,PASS338,TRIP338,front_338.jpg,rear_338.jpg,Fail,Valid,Active,Working,Offline,2,2,OK,Exit,A,OP926,Clear,32.6,54.9,Auto,Good,Yes,StationA,StationZ,Bus,Truck,44.4,904,Yes,Success,Success,Yes,Match,Missing,Speed,746,Error,
2025-06-20 10:34:23,VEH100339,TAG3524,4,3,W,2,Car,Commercial,49.46,7.25,24721.6,1,1,PASS339,TRIP339,front_339.jpg,rear_339.jpg,Fail,Invalid,Inactive,Working,Offline,2,3,OK,Exit,A,OP223,Fog,40.6,92.7,Auto,Good,No,StationB,StationX,Car,Car,44.4,4773,No,Success,Fail,Yes,Mismatch,Missing,None,442,Override,
2025-06-25 08:15:14,VEH100340,TAG1705,3,2,S,4,Bus,Commercial,48.77,5.7,16466.5,1,1,PASS340,TRIP340,front_340.jpg,rear_340.jpg,Fail,Invalid,Active,Working,Online,4,5,OK,Exit,A,OP970,Rain,31.0,34.7,Auto,Faulty,Yes,StationB,StationY,Bus,Bus,44.4,476,Yes,Fail,Success,No,Mismatch,Missing,Axle Mismatch,337,Error,
2025-06-25 10:33:20,VEH100341,TAG7681,7,3,S,4,LCV,Private,56.68,9.89,25910.3,0,0,PASS341,TRIP341,front_341.jpg,rear_341.jpg,Fail,Invalid,Inactive,Faulty,Online,2,4,OK,Entry,C,OP379,Rain,34.1,87.8,Auto,Faulty,Yes,StationB,StationY,Bus,Truck,44.4,2621,Yes,Success,Success,Yes,Match,Available,Tamper,254,Normal,
2025-06-18 14:30:56,VEH100342,TAG2931,8,5,N,2,LCV,Private,111.97,10.22,7020.6,0,0,PASS342,TRIP342,front_342.jpg,rear_342.jpg,Success,Valid,Inactive,Working,Offline,1,2,OK,Exit,A,OP955,Clear,34.1,21.0,Manual,Faulty,Yes,StationA,StationZ,Bus,Truck,44.4,2014,Yes,Success,Success,No,Match,Available,None,940,Normal,
2025-06-24 07:35:27,VEH100343,TAG2806,4,5,N,4,HCV,Private,79.27,5.88,18547.1,0,0,PASS343,TRIP343,front_343.jpg,rear_343.jpg,Fail,Invalid,Active,Working,Online,4,2,Error,Entry,C,OP219,Fog,34.7,60.9,Auto,Good,Yes,StationA,StationZ,Car,Car,44.4,936,No,Success,Fail,No,Match,Available,Speed,155,Normal,
2025-06-24 23:08:57,VEH100344,TAG4028,2,1,W,5,Bus,Commercial,96.05,13.29,3246.7,1,0,PASS344,TRIP344,front_344.jpg,rear_344.jpg,Fail,Valid,Inactive,Working,Online,2,6,OK,Entry,C,OP999,Clear,21.2,51.7,Auto,Good,No,StationB,StationY,Truck,Car,44.4,6470,Yes,Fail,Fail,No,Match,Available,Axle Mismatch,486,Manual Entry,
2025-06-23 20:12:17,VEH100345,TAG1706,3,3,E,3,LCV,Private,61.19,4.47,19577.4,1,0,PASS345,TRIP345,front_345.jpg,rear_345.jpg,Fail,Valid,Inactive,Working,Offline,2,7,Error,Exit,B,OP604,Rain,30.1,59.4,Manual,Faulty,No,StationC,StationY,Truck,Truck,44.4,2923,No,Success,Fail,No,Match,Missing,Speed,993,Error,
2025-06-23 00:24:28,VEH100346,TAG3547,1,4,W,3,HCV,Private,66.69,7.6,23066.0,1,0,PASS346,TRIP346,front_346.jpg,rear_346.jpg,Success,Invalid,Inactive,Faulty,Offline,3,6,OK,Entry,C,OP375,Rain,30.8,61.5,Manual,Faulty,Yes,StationC,StationX,Bus,Bus,44.4,4455,Yes,Success,Fail,Yes,Match,Missing,Speed,809,Error,
2025-06-27 05:55:26,VEH100347,TAG7568,8,1,W,3,Bus,Commercial,41.3,11.32,17880.0,1,1,PASS347,TRIP347,front_347.jpg,rear_347.jpg,Success,Invalid,Active,Working,Online,3,7,Error,Exit,C,OP393,Fog,21.0,49.2,Manual,Faulty,No,StationA,StationZ,Bus,Bus,44.4,3078,Yes,Fail,Success,Yes,Mismatch,Available,Speed,414,Normal,
2025-06-21 07:12:17,VEH100348,TAG7941,3,3,W,5,Car,Commercial,45.42,6.65,8574.0,0,0,PASS348,TRIP348,front_348.jpg,rear_348.jpg,Success,Valid,Active,Working,Offline,4,1,OK,Entry,B,OP286,Clear,22.2,94.9,Manual,Faulty,Yes,StationB,StationX,Car,Bus,44.4,4052,No,Fail,Fail,No,Mismatch,Missing,Speed,137,Manual Entry,
2025-06-22 17:25:48,VEH100349,TAG4891,7,3,W,3,Car,Private,104.46,13.02,1715.2,1,1,PASS349,TRIP349,front_349.jpg,rear_349.jpg,Success,Valid,Active,Working,Offline,3,6,Error,Entry,B,OP696,Rain,36.7,93.2,Auto,Good,No,StationC,StationY,Car,Truck,44.4,960,No,Success,Success,No,Match,Missing,Axle Mismatch,440,Override,
2025-06-27 16:00:35,VEH100350,TAG5314,5,1,S,2,HCV,Commercial,82.64,12.01,4287.9,0,1,PASS350,TRIP350,front_350.jpg,rear_350.jpg,Success,Invalid,Inactive,Working,Online,1,3,OK,Entry,B,OP320,Rain,30.4,92.1,Manual,Good,No,StationB,StationY,Truck,Car,44.4,4665,Yes,Success,Success,No,Match,Available,None,950,Normal,
